time,open,high,low,close,tick_volume,spread,real_volume
2023-01-02 00:00:00,1.06809,1.07089,1.06719,1.06881,821,0,0
2023-01-02 04:00:00,1.06881,1.07019,1.06806,1.06967,1022,0,0
2023-01-02 08:00:00,1.06971,1.06995,1.06636,1.06788,7046,0,0
2023-01-02 12:00:00,1.06784,1.069,1.06745,1.06783,3553,0,0
2023-01-02 16:00:00,1.06785,1.06821,1.06511,1.06607,5672,0,0
2023-01-02 20:00:00,1.06607,1.06727,1.06499,1.0658,3338,0,0
2023-01-03 00:00:00,1.06643,1.06837,1.065,1.06599,12167,0,0
2023-01-03 04:00:00,1.06598,1.06802,1.06577,1.06636,11001,0,0
2023-01-03 08:00:00,1.06636,1.06678,1.05341,1.05476,37396,0,0
2023-01-03 12:00:00,1.05476,1.05699,1.05195,1.05603,30887,0,0
2023-01-03 16:00:00,1.05603,1.05974,1.05371,1.05463,41868,0,0
2023-01-03 20:00:00,1.05463,1.05689,1.05411,1.05411,15663,0,0
2023-01-04 00:00:00,1.05465,1.05695,1.05411,1.05667,10763,0,0
2023-01-04 04:00:00,1.05667,1.0578400000000001,1.05616,1.05692,9598,0,0
2023-01-04 08:00:00,1.05692,1.06356,1.05597,1.06108,34669,0,0
2023-01-04 12:00:00,1.06108,1.06244,1.05949,1.06105,25498,0,0
2023-01-04 16:00:00,1.06105,1.06285,1.05812,1.06074,45897,0,0
2023-01-04 20:00:00,1.06074,1.06128,1.05853,1.06001,25842,0,0
2023-01-05 00:00:00,1.0603,1.0631599999999999,1.05986,1.06205,10851,0,0
2023-01-05 04:00:00,1.06204,1.06204,1.06016,1.06106,11720,0,0
2023-01-05 08:00:00,1.06107,1.06291,1.05902,1.06234,25151,0,0
2023-01-05 12:00:00,1.06235,1.0626,1.05514,1.05523,29110,0,0
2023-01-05 16:00:00,1.05524,1.05671,1.0515,1.05299,45770,0,0
2023-01-05 20:00:00,1.05299,1.05433,1.05156,1.0516,18943,0,0
2023-01-06 00:00:00,1.05207,1.05327,1.0516,1.05252,7854,0,0
2023-01-06 04:00:00,1.05251,1.05363,1.05107,1.05146,10270,0,0
2023-01-06 08:00:00,1.05146,1.0531,1.04968,1.05075,24633,0,0
2023-01-06 12:00:00,1.05075,1.05452,1.04814,1.05426,34077,0,0
2023-01-06 16:00:00,1.05426,1.06382,1.0501,1.0637699999999999,53921,0,0
2023-01-06 20:00:00,1.0637699999999999,1.06482,1.06296,1.06403,13763,0,0
2023-01-09 00:00:00,1.06393,1.06724,1.06304,1.06667,11191,0,0
2023-01-09 04:00:00,1.06668,1.06831,1.06661,1.06772,12039,0,0
2023-01-09 08:00:00,1.06771,1.06997,1.06606,1.06724,26874,0,0
2023-01-09 12:00:00,1.06725,1.07318,1.06616,1.07252,25194,0,0
2023-01-09 16:00:00,1.07252,1.07607,1.07116,1.07503,32776,0,0
2023-01-09 20:00:00,1.07503,1.07541,1.07301,1.07301,16499,0,0
2023-01-10 00:00:00,1.07318,1.07398,1.07208,1.07363,11380,0,0
2023-01-10 04:00:00,1.07363,1.07441,1.07213,1.07428,12985,0,0
2023-01-10 08:00:00,1.07428,1.07519,1.07222,1.07461,25184,0,0
2023-01-10 12:00:00,1.07461,1.07461,1.07122,1.07217,21382,0,0
2023-01-10 16:00:00,1.07217,1.07593,1.07217,1.07334,43646,0,0
2023-01-10 20:00:00,1.07334,1.07441,1.07278,1.07281,12929,0,0
2023-01-11 00:00:00,1.07334,1.07453,1.07257,1.0731,9206,0,0
2023-01-11 04:00:00,1.0731,1.07568,1.07266,1.07477,8525,0,0
2023-01-11 08:00:00,1.07477,1.07574,1.0725500000000001,1.07416,21954,0,0
2023-01-11 12:00:00,1.07417,1.07554,1.07282,1.0749900000000001,20975,0,0
2023-01-11 16:00:00,1.0749900000000001,1.07765,1.07364,1.07467,28143,0,0
2023-01-11 20:00:00,1.07467,1.07673,1.0735,1.07537,13844,0,0
2023-01-12 00:00:00,1.07535,1.07746,1.07451,1.07668,13011,0,0
2023-01-12 04:00:00,1.07668,1.07752,1.07615,1.07627,8423,0,0
2023-01-12 08:00:00,1.07627,1.07735,1.07428,1.07654,21126,0,0
2023-01-12 12:00:00,1.07654,1.0838700000000001,1.07306,1.08289,33611,0,0
2023-01-12 16:00:00,1.08291,1.08489,1.07516,1.08486,62029,0,0
2023-01-12 20:00:00,1.08486,1.08671,1.08397,1.08453,21834,0,0
2023-01-13 00:00:00,1.08515,1.08679,1.08385,1.08558,12477,0,0
2023-01-13 04:00:00,1.08559,1.08564,1.08318,1.08372,12883,0,0
2023-01-13 08:00:00,1.08372,1.08645,1.08332,1.08425,28222,0,0
2023-01-13 12:00:00,1.08425,1.08517,1.07929,1.07937,27226,0,0
2023-01-13 16:00:00,1.07937,1.0838700000000001,1.07804,1.08282,37837,0,0
2023-01-13 20:00:00,1.08282,1.08358,1.08182,1.08257,11275,0,0
2023-01-16 00:00:00,1.0828,1.0872,1.082,1.08681,10722,0,0
2023-01-16 04:00:00,1.08681,1.08743,1.08509,1.08605,10455,0,0
2023-01-16 08:00:00,1.08605,1.08606,1.08016,1.0821,22866,0,0
2023-01-16 12:00:00,1.0821,1.08367,1.08059,1.08158,16335,0,0
2023-01-16 16:00:00,1.08158,1.08291,1.08118,1.08139,12415,0,0
2023-01-16 20:00:00,1.08139,1.0824799999999999,1.08109,1.08169,2743,0,0
2023-01-17 00:00:00,1.0821,1.08338,1.08142,1.08172,9946,0,0
2023-01-17 04:00:00,1.08171,1.08328,1.08063,1.0831,11512,0,0
2023-01-17 08:00:00,1.08311,1.0838700000000001,1.08109,1.08174,24975,0,0
2023-01-17 12:00:00,1.08175,1.08581,1.0809,1.08426,30603,0,0
2023-01-17 16:00:00,1.08426,1.08695,1.07745,1.07821,42908,0,0
2023-01-17 20:00:00,1.07821,1.08037,1.07799,1.07861,13767,0,0
2023-01-18 00:00:00,1.07876,1.07963,1.078,1.07963,7458,0,0
2023-01-18 04:00:00,1.07963,1.07994,1.07662,1.07797,22431,0,0
2023-01-18 08:00:00,1.07797,1.08716,1.07796,1.08701,35632,0,0
2023-01-18 12:00:00,1.08701,1.08703,1.08114,1.08584,32089,0,0
2023-01-18 16:00:00,1.08583,1.08874,1.07874,1.07959,50157,0,0
2023-01-18 20:00:00,1.0796000000000001,1.07993,1.07868,1.07901,17674,0,0
2023-01-19 00:00:00,1.07936,1.07983,1.07827,1.07877,10563,0,0
2023-01-19 04:00:00,1.07877,1.08056,1.07825,1.07916,11194,0,0
2023-01-19 08:00:00,1.07916,1.08293,1.07825,1.08249,23339,0,0
2023-01-19 12:00:00,1.08249,1.08381,1.07955,1.08096,29170,0,0
2023-01-19 16:00:00,1.08096,1.08253,1.07835,1.08164,33930,0,0
2023-01-19 20:00:00,1.08164,1.084,1.0813,1.08267,16984,0,0
2023-01-20 00:00:00,1.08294,1.0844,1.0825,1.08363,6893,0,0
2023-01-20 04:00:00,1.08363,1.0844,1.08251,1.08353,8668,0,0
2023-01-20 08:00:00,1.08353,1.08591,1.08208,1.0831,20543,0,0
2023-01-20 12:00:00,1.08311,1.08474,1.08024,1.0806499999999999,22201,0,0
2023-01-20 16:00:00,1.0806499999999999,1.08478,1.08046,1.08437,29110,0,0
2023-01-20 20:00:00,1.08437,1.08586,1.08337,1.0857,13083,0,0
2023-01-23 00:00:00,1.08661,1.08997,1.08522,1.0895,7594,0,0
2023-01-23 04:00:00,1.0895,1.09032,1.0889,1.08922,6715,0,0
2023-01-23 08:00:00,1.08922,1.09267,1.08873,1.09117,20815,0,0
2023-01-23 12:00:00,1.09117,1.09152,1.08534,1.08589,23732,0,0
2023-01-23 16:00:00,1.08589,1.08759,1.08464,1.08624,29912,0,0
2023-01-23 20:00:00,1.08624,1.0873,1.08476,1.08682,14259,0,0
2023-01-24 00:00:00,1.08715,1.08826,1.0867,1.08809,5453,0,0
2023-01-24 04:00:00,1.08807,1.0883,1.08695,1.08784,5535,0,0
2023-01-24 08:00:00,1.08784,1.08981,1.08519,1.08609,20799,0,0
2023-01-24 12:00:00,1.08609,1.08808,1.08522,1.0866,20921,0,0
2023-01-24 16:00:00,1.08659,1.08871,1.08352,1.08833,36711,0,0
2023-01-24 20:00:00,1.08833,1.08891,1.08741,1.08812,10238,0,0
2023-01-25 00:00:00,1.08879,1.08943,1.08802,1.08931,8387,0,0
2023-01-25 04:00:00,1.08931,1.09029,1.0892,1.08975,7097,0,0
2023-01-25 08:00:00,1.08976,1.09112,1.08677,1.08813,19572,0,0
2023-01-25 12:00:00,1.08813,1.08849,1.08573,1.0872,21202,0,0
2023-01-25 16:00:00,1.0872,1.09238,1.08688,1.08992,32397,0,0
2023-01-25 20:00:00,1.08993,1.09181,1.08993,1.09121,12261,0,0
2023-01-26 00:00:00,1.09147,1.09247,1.09071,1.09192,6717,0,0
2023-01-26 04:00:00,1.09192,1.09218,1.0909,1.09187,6721,0,0
2023-01-26 08:00:00,1.09186,1.09294,1.08926,1.08957,19573,0,0
2023-01-26 12:00:00,1.08956,1.09084,1.08728,1.09027,21961,0,0
2023-01-26 16:00:00,1.09027,1.09176,1.08506,1.08647,35246,0,0
2023-01-26 20:00:00,1.08647,1.08948,1.08636,1.08879,10358,0,0
2023-01-27 00:00:00,1.08917,1.09004,1.08853,1.08895,7202,0,0
2023-01-27 04:00:00,1.08895,1.08901,1.08657,1.08738,7626,0,0
2023-01-27 08:00:00,1.08738,1.08923,1.08657,1.08838,15205,0,0
2023-01-27 12:00:00,1.08838,1.08954,1.08587,1.08623,18250,0,0
2023-01-27 16:00:00,1.08623,1.08793,1.08378,1.0866500000000001,32796,0,0
2023-01-27 20:00:00,1.0866500000000001,1.08731,1.08564,1.08661,9765,0,0
2023-01-30 00:00:00,1.08563,1.08754,1.08563,1.0873599999999999,7304,0,0
2023-01-30 04:00:00,1.08737,1.08794,1.08644,1.08692,12178,0,0
2023-01-30 08:00:00,1.08692,1.09041,1.08531,1.09019,20399,0,0
2023-01-30 12:00:00,1.0902,1.09137,1.08862,1.08862,18695,0,0
2023-01-30 16:00:00,1.08862,1.08997,1.08574,1.08577,27059,0,0
2023-01-30 20:00:00,1.08577,1.08607,1.08392,1.08476,10874,0,0
2023-01-31 00:00:00,1.085,1.08602,1.0846,1.08576,7286,0,0
2023-01-31 04:00:00,1.08577,1.08591,1.08331,1.08347,7718,0,0
2023-01-31 08:00:00,1.08347,1.08497,1.0802,1.08299,21063,0,0
2023-01-31 12:00:00,1.08301,1.08633,1.0820400000000001,1.08511,24489,0,0
2023-01-31 16:00:00,1.08511,1.08677,1.08337,1.08651,33143,0,0
2023-01-31 20:00:00,1.08652,1.08749,1.08599,1.08611,9795,0,0
2023-02-01 00:00:00,1.08639,1.08657,1.08571,1.08573,5211,0,0
2023-02-01 04:00:00,1.08573,1.08749,1.08523,1.08717,5242,0,0
2023-02-01 08:00:00,1.08717,1.08886,1.08658,1.08836,18014,0,0
2023-02-01 12:00:00,1.08833,1.09099,1.08796,1.09042,17875,0,0
2023-02-01 16:00:00,1.09042,1.0924800000000001,1.08878,1.09077,27425,0,0
2023-02-01 20:00:00,1.09079,1.1001,1.08887,1.09848,45392,0,0
2023-02-02 00:00:00,1.09886,1.10331,1.0984,1.10134,12724,0,0
2023-02-02 04:00:00,1.10133,1.10256,1.1012,1.10201,10029,0,0
2023-02-02 08:00:00,1.10201,1.10218,1.0989,1.09986,20587,0,0
2023-02-02 12:00:00,1.09986,1.10044,1.0944099999999999,1.09452,34347,0,0
2023-02-02 16:00:00,1.09452,1.09664,1.08852,1.09084,45076,0,0
2023-02-02 20:00:00,1.09084,1.09228,1.09053,1.09061,19381,0,0
2023-02-03 00:00:00,1.09099,1.09116,1.08912,1.08938,7294,0,0
2023-02-03 04:00:00,1.08938,1.08984,1.08872,1.08937,7847,0,0
2023-02-03 08:00:00,1.08937,1.0931,1.08821,1.093,19913,0,0
2023-02-03 12:00:00,1.093,1.09402,1.0826500000000001,1.08398,29656,0,0
2023-02-03 16:00:00,1.08398,1.08762,1.08094,1.08247,51209,0,0
2023-02-03 20:00:00,1.08247,1.0824799999999999,1.07923,1.07936,16616,0,0
2023-02-06 00:00:00,1.07825,1.07984,1.07754,1.07851,13138,0,0
2023-02-06 04:00:00,1.07851,1.07989,1.07822,1.07967,11388,0,0
2023-02-06 08:00:00,1.07967,1.07979,1.07651,1.07667,21426,0,0
2023-02-06 12:00:00,1.07667,1.07832,1.07567,1.07581,20661,0,0
2023-02-06 16:00:00,1.07581,1.07662,1.07094,1.07131,29302,0,0
2023-02-06 20:00:00,1.07131,1.07373,1.07103,1.07216,11636,0,0
2023-02-07 00:00:00,1.07249,1.07427,1.07213,1.07412,6409,0,0
2023-02-07 04:00:00,1.07412,1.07427,1.07287,1.07403,10206,0,0
2023-02-07 08:00:00,1.07403,1.07437,1.06971,1.07109,25467,0,0
2023-02-07 12:00:00,1.07109,1.07227,1.06858,1.06953,23335,0,0
2023-02-07 16:00:00,1.06953,1.07666,1.06692,1.07605,38176,0,0
2023-02-07 20:00:00,1.0760399999999999,1.07627,1.06874,1.07195,37757,0,0
2023-02-08 00:00:00,1.07267,1.07351,1.07182,1.07264,6200,0,0
2023-02-08 04:00:00,1.07264,1.07349,1.07239,1.07337,6037,0,0
2023-02-08 08:00:00,1.07337,1.07608,1.0724,1.07553,20238,0,0
2023-02-08 12:00:00,1.07553,1.07557,1.07258,1.0731600000000001,17016,0,0
2023-02-08 16:00:00,1.07317,1.07433,1.07137,1.07284,30321,0,0
2023-02-08 20:00:00,1.07285,1.07392,1.07081,1.07081,14227,0,0
2023-02-09 00:00:00,1.07129,1.0726,1.07081,1.07248,9722,0,0
2023-02-09 04:00:00,1.07248,1.07383,1.07237,1.07356,7898,0,0
2023-02-09 08:00:00,1.07356,1.07691,1.07241,1.07637,21231,0,0
2023-02-09 12:00:00,1.07637,1.07902,1.07587,1.07898,20090,0,0
2023-02-09 16:00:00,1.07898,1.07908,1.0739,1.07486,26352,0,0
2023-02-09 20:00:00,1.07486,1.07486,1.0731,1.0731,14941,0,0
2023-02-10 00:00:00,1.07386,1.0742,1.07258,1.07336,6714,0,0
2023-02-10 04:00:00,1.07332,1.07343,1.07174,1.0726,8430,0,0
2023-02-10 08:00:00,1.0726,1.07528,1.07042,1.07067,30864,0,0
2023-02-10 12:00:00,1.07067,1.07114,1.06813,1.06959,21902,0,0
2023-02-10 16:00:00,1.06959,1.07069,1.06664,1.06683,29311,0,0
2023-02-10 20:00:00,1.06684,1.06808,1.06677,1.06727,7893,0,0
2023-02-13 00:00:00,1.06802,1.0682,1.06557,1.0667,9315,0,0
2023-02-13 04:00:00,1.0667,1.06711,1.06605,1.06695,8206,0,0
2023-02-13 08:00:00,1.06696,1.0689899999999999,1.06632,1.06772,17453,0,0
2023-02-13 12:00:00,1.06771,1.06966,1.0673300000000001,1.06807,15652,0,0
2023-02-13 16:00:00,1.06807,1.07275,1.06765,1.07183,23168,0,0
2023-02-13 20:00:00,1.07183,1.0729899999999999,1.07117,1.07181,8538,0,0
2023-02-14 00:00:00,1.07243,1.07369,1.07181,1.07288,6729,0,0
2023-02-14 04:00:00,1.07288,1.074,1.0725500000000001,1.07384,7196,0,0
2023-02-14 08:00:00,1.07384,1.0767,1.07289,1.07614,18376,0,0
2023-02-14 12:00:00,1.07614,1.08038,1.07183,1.07605,31800,0,0
2023-02-14 16:00:00,1.0761,1.0772,1.07068,1.07278,63229,0,0
2023-02-14 20:00:00,1.07278,1.07455,1.07231,1.07352,18026,0,0
